cluster,cluster_label,count,mean,std,min,25%,50%,75%,max
0,Poor,276.0,62.904945257054564,9.324110708323413,41.21163636363636,56.38594643039418,60.84526683053829,68.25296361670391,100.37060606060606
1,Good,444.0,36.536530597819,10.187613008861366,7.263272727272724,29.98309711572515,37.72705191125756,44.68000822197915,55.95490909090909
